input,lon,lat,status,distance_to_nature_m,date,quarter,house_id,house_type,sales_type,year_build,purchase_price,%_change_between_offer_and_purchase,no_rooms,sqm,sqm_price,address,zip_code,city,area,region,nom_interest_rate%,dk_ann_infl_rate%,yield_on_mortgage_credit_bonds%,Efficiency_Era,full_address,city_median_sqm_price,Price_Deviation_%,Nature_Proximity
"Broengen 6, 3630 Jægerspris",11.94122793,55.81160937,success,21059.96666263296,2023-03-01,2023Q1,119966,Summerhouse,regular_sale,1966,1350000,-10.0,3,74.0,18243.244,Broengen 6,3630,Jægerspris,North Zealand,Zealand,1.75,3.31,4.79,E (Minimal),"Broengen 6, 3630 Jægerspris",11855.669921875,53.877800755604966,Distant (>10km)
"Hejmdalsvej 11, 8920 Randers NV",10.01406972,56.47387065,success,36852.58152007166,2023-09-09,2023Q3,76149,Villa,regular_sale,1933,1265000,-6.0,3,74.0,17094.594,Hejmdalsvej 11,8920,Randers NV,East & mid jutland,Jutland,3.1,3.31,4.79,G/F (Pre-Insulation),"Hejmdalsvej 11, 8920 Randers NV",9146.341796875,86.9008848525719,Distant (>10km)
"Drewsensvej 70, st. 9, 8600 Silkeborg",9.54125983,56.16449552,success,44859.95295117967,2024-07-09,2024Q3,1447082,Apartment,regular_sale,1989,1540000,-2.0,2,76.0,20263.158,"Drewsensvej 70, st. 9",8600,Silkeborg,East & mid jutland,Jutland,3.35,1.13,4.34,D (Standard),"Drewsensvej 70, st. 9, 8600 Silkeborg",14794.48193359375,36.96429718916725,Distant (>10km)
"Nordsø Ferievej 64, 6950 Ringkøbing",8.11135015,56.06747704,success,26662.6346344352,2024-01-23,2024Q1,39144,Summerhouse,regular_sale,1980,1720000,-7.0,4,72.0,23888.889,Nordsø Ferievej 64,6950,Ringkøbing,South jutland,Jutland,3.6,1.13,4.34,D (Standard),"Nordsø Ferievej 64, 6950 Ringkøbing",12108.146484375,97.29599986837374,Distant (>10km)
"Skovbrynet 24, 4671 Strøby",12.3211518,55.39598413,success,26581.240191239045,2024-03-28,2024Q1,24115,Summerhouse,regular_sale,2008,2400000,-4.0,3,95.0,25263.158,Skovbrynet 24,4671,Strøby,Other islands,Zealand,3.6,1.13,4.34,C (Modern),"Skovbrynet 24, 4671 Strøby",13849.08203125,82.41756490516491,Distant (>10km)
"Kirkevænget 76, 8310 Tranbjerg J",10.1297336,56.08346679,success,71397.00185159044,2023-05-12,2023Q2,103563,Villa,regular_sale,1984,3900000,-2.0,6,157.0,24840.764,Kirkevænget 76,8310,Tranbjerg J,East & mid jutland,Jutland,2.6,3.31,4.79,D (Standard),"Kirkevænget 76, 8310 Tranbjerg J",16764.705078125,48.17298339645617,Distant (>10km)
"Vestergade 12, 6900 Skjern",8.641939,55.95938801,success,24440.860202669588,2023-11-29,2023Q4,54340,Villa,regular_sale,1964,545000,0.0,3,96.0,5677.0835,Vestergade 12,6900,Skjern,South jutland,Jutland,3.6,3.31,4.79,E (Minimal),"Vestergade 12, 6900 Skjern",7031.25,-19.259256944444445,Distant (>10km)
"A N Hansens Alle 23, 2900 Hellerup",12.57961577,55.7363418,success,3006.7445858365763,2023-05-14,2023Q2,103263,Villa,family_sale,1912,8250000,0.0,7,200.0,41250.0,A N Hansens Alle 23,2900,Hellerup,"Capital, Copenhagen",Zealand,2.6,3.31,4.79,G/F (Pre-Insulation),"A N Hansens Alle 23, 2900 Hellerup",36235.20703125,13.83955931154233,Close (1-5km)
"Karsholtevej 44B, 4293 Dianalund",11.48157933,55.53298839,success,44064.21825331319,2023-07-07,2023Q3,86683,Villa,regular_sale,1880,1195000,-2.0,3,105.0,11380.952,Karsholtevej 44B,4293,Dianalund,Other islands,Zealand,3.1,3.31,4.79,G/F (Pre-Insulation),"Karsholtevej 44B, 4293 Dianalund",8424.07763671875,35.10027612792132,Distant (>10km)
"Fægangsvej 33, 8585 Glesborg",10.71476178,56.5287796,success,64596.523276192194,2024-07-02,2024Q3,1448858,Villa,regular_sale,1960,600000,0.0,4,136.0,4411.7646,Fægangsvej 33,8585,Glesborg,East & mid jutland,Jutland,3.35,1.13,4.34,G/F (Pre-Insulation),"Fægangsvej 33, 8585 Glesborg",9820.5126953125,-55.076025200361364,Distant (>10km)
"Fasanvej 62, 8800 Viborg",9.38054512,56.44811314,success,23375.76207164182,2022-10-11,2022Q4,145309,Villa,regular_sale,1947,1250000,-3.0,4,90.0,13888.889,Fasanvej 62,8800,Viborg,East & mid jutland,Jutland,0.65,7.7,3.73,G/F (Pre-Insulation),"Fasanvej 62, 8800 Viborg",11069.1826171875,25.473480311990205,Distant (>10km)
"Munkedammen 21A, 4320 Lejre",11.9700884,55.59302513,success,12527.074547114944,2023-12-20,2023Q4,47735,Villa,family_sale,1900,4675000,0.0,4,140.0,33392.855,Munkedammen 21A,4320,Lejre,Other islands,Zealand,3.6,3.31,4.79,G/F (Pre-Insulation),"Munkedammen 21A, 4320 Lejre",15577.98095703125,114.35932911240245,Distant (>10km)
"Kokkesmøgen 3, 8420 Knebel",10.39981137,56.19845868,success,75056.4650951715,2023-12-06,2023Q4,52171,Villa,family_sale,1969,800000,0.0,4,128.0,6250.0,Kokkesmøgen 3,8420,Knebel,East & mid jutland,Jutland,3.6,3.31,4.79,E (Minimal),"Kokkesmøgen 3, 8420 Knebel",11918.6044921875,-47.56097491030264,Distant (>10km)
"Glentevej 3, 8500 Grenaa",10.87716736,56.40973458,success,80318.6363221403,2024-05-30,2024Q2,8419,Villa,regular_sale,1939,770000,-3.0,3,87.0,8850.575,Glentevej 3,8500,Grenaa,East & mid jutland,Jutland,3.6,1.13,4.34,G/F (Pre-Insulation),"Glentevej 3, 8500 Grenaa",8103.4482421875,9.219864566239464,Distant (>10km)
"Skærsommervej 3, 8210 Aarhus V",10.1658878,56.17509684,success,67702.82413370324,2023-05-30,2023Q2,99468,Villa,regular_sale,1971,3200000,-3.0,5,136.0,23529.412,Skærsommervej 3,8210,Aarhus V,East & mid jutland,Jutland,2.6,3.31,4.79,E (Minimal),"Skærsommervej 3, 8210 Aarhus V",20378.150390625,15.46392414593104,Distant (>10km)
"Christiansgade 17, 2. tv, 5000 Odense C",10.3995556,55.39693294,success,12022.270893494117,2022-01-04,2022Q1,215146,Apartment,regular_sale,1913,1739000,0.0,2,53.0,32811.32,"Christiansgade 17, 2. tv",5000,Odense C,Fyn & islands,Fyn & islands,0.0,7.7,3.73,G/F (Pre-Insulation),"Christiansgade 17, 2. tv, 5000 Odense C",21551.724609375,52.24452291965106,Distant (>10km)
"Lyøvej 28, 4. tv, 2000 Frederiksberg",12.52592502,55.68204462,success,6519.3557510018345,2023-04-26,2023Q2,107441,Apartment,regular_sale,1979,6000000,-8.0,4,101.0,59405.94,"Lyøvej 28, 4. tv",2000,Frederiksberg,"Capital, Copenhagen",Zealand,2.6,3.31,4.79,D (Standard),"Lyøvej 28, 4. tv, 2000 Frederiksberg",36890.2421875,61.03429493444553,Nearby (5-10km)
"Nordre Strandvej 527, 3100 Hornbæk",12.42056172,56.09348081,success,11342.236288158194,2022-09-27,2022Q3,150155,Summerhouse,family_sale,1937,1912500,0.0,3,54.0,35416.668,Nordre Strandvej 527,3100,Hornbæk,North Zealand,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Nordre Strandvej 527, 3100 Hornbæk",20553.0908203125,72.31796559643435,Distant (>10km)
"Skovløkkevej 1A, st, 6000 Kolding",9.46352347,55.4923504,success,28575.0283736391,2022-04-14,2022Q2,187443,Apartment,regular_sale,1935,2116000,0.0,4,116.0,18241.379,"Skovløkkevej 1A, st",6000,Kolding,South jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Skovløkkevej 1A, st, 6000 Kolding",13125.0,38.98193452380953,Distant (>10km)
"Bodalsvej 13, 8680 Ry",9.75938136,56.09144007,success,60444.35973545532,2023-03-04,2023Q1,119572,Townhouse,regular_sale,1906,2360000,-2.0,4,109.0,21651.377,Bodalsvej 13,8680,Ry,East & mid jutland,Jutland,1.75,3.31,4.79,G/F (Pre-Insulation),"Bodalsvej 13, 8680 Ry",14703.7041015625,47.25117428624125,Distant (>10km)
"Fåborggade 8, 1. th, 8000 Aarhus C",10.20339463,56.14371961,success,71900.28354968966,2023-07-16,2023Q3,84525,Apartment,regular_sale,1910,3400000,-3.0,3,70.0,48571.43,"Fåborggade 8, 1. th",8000,Aarhus C,East & mid jutland,Jutland,3.1,3.31,4.79,G/F (Pre-Insulation),"Fåborggade 8, 1. th, 8000 Aarhus C",35833.33203125,35.548180797535636,Distant (>10km)
"Solhøjen 3, 8920 Randers NV",9.907173,56.48970203,success,30642.041977745983,2023-08-14,2023Q3,78541,Villa,regular_sale,1973,1198000,0.0,4,152.0,7881.579,Solhøjen 3,8920,Randers NV,East & mid jutland,Jutland,3.1,3.31,4.79,E (Minimal),"Solhøjen 3, 8920 Randers NV",9146.341796875,-13.828071631268221,Distant (>10km)
"Skærvetoften 2, 8723 Løsning",9.70095539,55.81227784,success,48862.67188695783,2023-11-16,2023Q4,57952,Villa,regular_sale,2006,1800000,-5.0,4,135.0,13333.333,Skærvetoften 2,8723,Løsning,East & mid jutland,Jutland,3.6,3.31,4.79,C (Modern),"Skærvetoften 2, 8723 Løsning",8534.50830078125,56.22848485122412,Distant (>10km)
"Veddevej 3C, 4190 Munke Bjergby",11.54658204,55.49972555,success,41111.87550943191,2022-06-15,2022Q2,171617,Villa,family_sale,1927,2250000,0.0,4,103.0,21844.66,Veddevej 3C,4190,Munke Bjergby,Other islands,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Veddevej 3C, 4190 Munke Bjergby",8517.587890625,156.46533310555708,Distant (>10km)
"Hedegårdsvej 7, 4000 Roskilde",12.09982088,55.64058732,success,4794.251869957935,2024-08-03,2024Q3,360305,Villa,regular_sale,1923,6700000,-4.0,6,150.0,44666.668,Hedegårdsvej 7,4000,Roskilde,Other islands,Zealand,3.35,1.13,4.34,G/F (Pre-Insulation),"Hedegårdsvej 7, 4000 Roskilde",21404.109375,108.68267483682675,Close (1-5km)
"Fredensvej 7A, 3250 Gilleleje",12.26214105,56.12218995,success,1036.0296683495608,2024-05-11,2024Q2,13389,Summerhouse,regular_sale,2018,6800000,-8.0,4,130.0,52307.69,Fredensvej 7A,3250,Gilleleje,North Zealand,Zealand,3.6,1.13,4.34,B/A (High Efficiency),"Fredensvej 7A, 3250 Gilleleje",16761.36328125,212.0730129676486,Close (1-5km)
"Hjerting Strandvej 28C, 6710 Esbjerg V",8.35678574,55.52184904,success,36783.28855092259,2022-02-16,2022Q1,203418,Villa,regular_sale,1980,1848000,0.0,4,104.0,17769.23,Hjerting Strandvej 28C,6710,Esbjerg V,South jutland,Jutland,0.0,7.7,3.73,D (Standard),"Hjerting Strandvej 28C, 6710 Esbjerg V",11666.6669921875,52.307685482486455,Distant (>10km)
"Haderslevvej 83, 1, 6000 Kolding",9.46848914,55.48089708,success,28050.783412397584,2022-05-01,2022Q2,183449,Apartment,regular_sale,1904,2250000,0.0,2,80.0,28125.0,"Haderslevvej 83, 1",6000,Kolding,South jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Haderslevvej 83, 1, 6000 Kolding",13125.0,114.28571428571428,Distant (>10km)
"Englandsvej 31, 4500 Nykøbing Sj",11.70748628,55.85796622,success,34839.17878021533,2023-12-28,2023Q4,45982,Summerhouse,family_sale,1979,1232500,0.0,3,55.0,22409.092,Englandsvej 31,4500,Nykøbing Sj,Other islands,Zealand,3.6,3.31,4.79,D (Standard),"Englandsvej 31, 4500 Nykøbing Sj",11785.7138671875,90.13775533159642,Distant (>10km)
"Høevej 11, 6740 Bramming",8.72591155,55.47583576,success,29201.258123980067,2022-02-08,2022Q1,205876,Villa,regular_sale,2005,10250000,-20.0,9,405.0,25308.643,Høevej 11,6740,Bramming,South jutland,Jutland,0.0,7.7,3.73,C (Modern),"Høevej 11, 6740 Bramming",8475.2568359375,198.61800141335135,Distant (>10km)
"Odshøjvej 84, 8800 Viborg",9.45279863,56.46140838,success,24017.80625823355,2023-06-08,2023Q2,96801,Townhouse,regular_sale,1981,1250000,0.0,3,107.0,11682.243,Odshøjvej 84,8800,Viborg,East & mid jutland,Jutland,2.6,3.31,4.79,D (Standard),"Odshøjvej 84, 8800 Viborg",11069.1826171875,5.538444599541432,Distant (>10km)
"Hanevænget 8, 4400 Kalundborg",11.1150887,55.67082233,success,46486.45252949489,2024-02-20,2024Q1,33254,Villa,regular_sale,1980,1180000,-11.0,4,121.0,9752.066,Hanevænget 8,4400,Kalundborg,Other islands,Zealand,3.6,1.13,4.34,D (Standard),"Hanevænget 8, 4400 Kalundborg",9974.5908203125,-2.230912706808442,Distant (>10km)
"Ceresbyen 33, 8000 Aarhus C",10.19122418,56.15656481,success,70294.89144101272,2023-07-25,2023Q3,82843,Townhouse,regular_sale,2017,4800000,-4.0,5,136.0,35294.117,Ceresbyen 33,8000,Aarhus C,East & mid jutland,Jutland,3.1,3.31,4.79,B/A (High Efficiency),"Ceresbyen 33, 8000 Aarhus C",35833.33203125,-1.504785665144828,Distant (>10km)
"Rypevej 18, 9575 Terndrup",10.06763051,56.81598859,success,15477.12604122621,2024-06-08,2024Q2,6415,Villa,regular_sale,1974,975000,-2.0,5,142.0,6866.1973,Rypevej 18,9575,Terndrup,North jutland,Jutland,3.6,1.13,4.34,E (Minimal),"Rypevej 18, 9575 Terndrup",6079.13671875,12.946913078093042,Distant (>10km)
"Skræntevej 14, 3210 Vejby",12.11537056,56.06446357,success,9704.794968772036,2024-07-25,2024Q3,708986,Summerhouse,regular_sale,1975,1895000,0.0,4,64.0,29609.375,Skræntevej 14,3210,Vejby,North Zealand,Zealand,3.35,1.13,4.34,E (Minimal),"Skræntevej 14, 3210 Vejby",16163.79296875,83.18333485986112,Nearby (5-10km)
"Hjedsbækvej 265, 9541 Suldrup",9.70582923,56.85419881,success,6987.797068676448,2022-01-22,2022Q1,210394,Villa,regular_sale,1949,745000,-6.0,4,102.0,7303.9214,Hjedsbækvej 265,9541,Suldrup,North jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Hjedsbækvej 265, 9541 Suldrup",6622.255859375,10.293554671082804,Nearby (5-10km)
"Henrik Steffens Vej 6, 3. th, 1866 Frederiksberg C",12.53838849,55.67792746,success,7422.26310368423,2023-07-31,2023Q3,81747,Apartment,family_sale,1917,2932500,0.0,4,110.0,26659.092,"Henrik Steffens Vej 6, 3. th",1866,Frederiksberg C,"Capital, Copenhagen",Zealand,3.1,3.31,4.79,G/F (Pre-Insulation),"Henrik Steffens Vej 6, 3. th, 1866 Frederiksberg C",40152.751953125,-33.60581653781222,Nearby (5-10km)
"Hyrdetasken 38, 8700 Horsens",9.86412793,55.824389,success,45475.326808221165,2022-04-03,2022Q2,190786,Villa,regular_sale,2021,4495000,0.0,5,187.0,24037.434,Hyrdetasken 38,8700,Horsens,East & mid jutland,Jutland,0.0,7.7,3.73,B/A (High Efficiency),"Hyrdetasken 38, 8700 Horsens",12550.3359375,91.52820859501395,Distant (>10km)
"Augustvej 7, 2860 Søborg",12.47124635,55.72905322,success,2180.84251149744,2023-12-04,2023Q4,52945,Villa,regular_sale,1957,3400000,-3.0,4,87.0,39080.46,Augustvej 7,2860,Søborg,"Capital, Copenhagen",Zealand,3.6,3.31,4.79,G/F (Pre-Insulation),"Augustvej 7, 2860 Søborg",25953.947265625,50.576174550761145,Close (1-5km)
"Himmelbjergvej 142, st, 8600 Silkeborg",9.72194668,56.12625419,success,56207.20782629017,2022-12-02,2022Q4,136437,Villa,regular_sale,1963,2900000,0.0,4,200.0,14500.0,"Himmelbjergvej 142, st",8600,Silkeborg,East & mid jutland,Jutland,0.65,7.7,3.73,E (Minimal),"Himmelbjergvej 142, st, 8600 Silkeborg",14794.48193359375,-1.9904849315816289,Distant (>10km)
"Sprogøvej 32, 5610 Assens",9.90516093,55.28225075,success,22051.005827996163,2022-07-12,2022Q3,165377,Villa,regular_sale,2012,3150000,-5.0,4,163.0,19325.154,Sprogøvej 32,5610,Assens,Fyn & islands,Fyn & islands,0.0,7.7,3.73,B/A (High Efficiency),"Sprogøvej 32, 5610 Assens",8225.087890625,134.95377257794308,Distant (>10km)
"Ceresbyen 46, 4. 1, 8000 Aarhus C",10.19253991,56.15649864,success,70347.77178836668,2022-05-24,2022Q2,177124,Apartment,regular_sale,2018,2954000,4.0,2,51.0,57921.57,"Ceresbyen 46, 4. 1",8000,Aarhus C,East & mid jutland,Jutland,0.0,7.7,3.73,B/A (High Efficiency),"Ceresbyen 46, 4. 1, 8000 Aarhus C",35833.33203125,61.641597443372,Distant (>10km)
"Farumvej 101, 3660 Stenløse",12.28285736,55.80501854,success,9168.668415884924,2023-11-01,2023Q4,61772,Villa,other_sale,1936,2142000,0.0,4,125.0,17136.0,Farumvej 101,3660,Stenløse,North Zealand,Zealand,3.6,3.31,4.79,G/F (Pre-Insulation),"Farumvej 101, 3660 Stenløse",18063.830078125,-5.136397287353732,Nearby (5-10km)
"Alfred Hansens Have 26, 4300 Holbæk",11.73047976,55.71324935,success,27707.22836944385,2023-10-09,2023Q4,68328,Townhouse,regular_sale,2004,2500000,-4.0,4,102.0,24509.805,Alfred Hansens Have 26,4300,Holbæk,Other islands,Zealand,3.6,3.31,4.79,C (Modern),"Alfred Hansens Have 26, 4300 Holbæk",15167.60302734375,61.593131382159584,Distant (>10km)
"Esther Aggebos Gade 40, 3. mf, 8000 Aarhus C",10.22660189,56.16738026,success,70610.01650782213,2023-01-22,2023Q1,128529,Apartment,regular_sale,2021,2698000,0.0,2,58.0,46517.242,"Esther Aggebos Gade 40, 3. mf",8000,Aarhus C,East & mid jutland,Jutland,1.75,3.31,4.79,B/A (High Efficiency),"Esther Aggebos Gade 40, 3. mf, 8000 Aarhus C",35833.33203125,29.81556431015859,Distant (>10km)
"Korshøjen 90, 8240 Risskov",10.22121894,56.20172563,success,67384.22712240579,2023-11-25,2023Q4,55556,Townhouse,regular_sale,1969,4440000,0.0,4,126.0,35238.094,Korshøjen 90,8240,Risskov,East & mid jutland,Jutland,3.6,3.31,4.79,E (Minimal),"Korshøjen 90, 8240 Risskov",23302.46875,51.22043131159655,Distant (>10km)
"Holmekrogen 73, 2830 Virum",12.4848407,55.79583385,success,777.6513399186751,2024-02-07,2024Q1,36099,Townhouse,regular_sale,1960,4900000,-2.0,4,139.0,35251.797,Holmekrogen 73,2830,Virum,"Capital, Copenhagen",Zealand,3.6,1.13,4.34,G/F (Pre-Insulation),"Holmekrogen 73, 2830 Virum",28912.3037109375,21.926627595795058,Immediate (<1km)
"Martinsvej 16, 9000 Aalborg",9.95523043,57.02767855,success,5653.781609243875,2023-06-12,2023Q2,95998,Villa,regular_sale,1965,3030000,1.0,6,147.0,20612.244,Martinsvej 16,9000,Aalborg,North jutland,Jutland,2.6,3.31,4.79,E (Minimal),"Martinsvej 16, 9000 Aalborg",19246.03125,7.098673346615292,Nearby (5-10km)
"Hjarnøvej 14, 7000 Fredericia",9.78184569,55.58276494,success,26293.25596154543,2022-03-16,2022Q1,195743,Villa,regular_sale,1962,1095000,-15.0,4,135.0,8111.1113,Hjarnøvej 14,7000,Fredericia,South jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Hjarnøvej 14, 7000 Fredericia",11223.40234375,-27.7303701703089,Distant (>10km)
"Strandtoften 5, 4671 Strøby",12.29255147,55.40178895,success,25347.84283015081,2023-07-25,2023Q3,82637,Summerhouse,regular_sale,2007,2595000,0.0,3,138.0,18804.348,Strandtoften 5,4671,Strøby,Other islands,Zealand,3.1,3.31,4.79,C (Modern),"Strandtoften 5, 4671 Strøby",13849.08203125,35.78046266040309,Distant (>10km)
"Skovfyrvej 9, 3730 Nexø",15.06811416,55.00058296,success,180391.92869378295,2022-09-15,2022Q3,152375,Summerhouse,regular_sale,1950,2700000,-5.0,5,123.0,21951.219,Skovfyrvej 9,3730,Nexø,Bornholm,Bornholm,0.0,7.7,3.73,G/F (Pre-Insulation),"Skovfyrvej 9, 3730 Nexø",8842.41357421875,148.24917502164502,
"Lyndby Gade 27, 4070 Kirke Hyllinge",11.93256029,55.67150671,success,14594.293475076647,2022-05-31,2022Q2,175493,Villa,other_sale,1974,1850000,0.0,3,101.0,18316.832,Lyndby Gade 27,4070,Kirke Hyllinge,Other islands,Zealand,0.0,7.7,3.73,E (Minimal),"Lyndby Gade 27, 4070 Kirke Hyllinge",11818.181640625,54.98858105451594,Distant (>10km)
"Gludsmindevej 58, 7100 Vejle",9.52135496,55.68731806,success,46398.00288209524,2022-04-07,2022Q2,189195,Villa,regular_sale,1973,2650000,0.0,6,180.0,14722.223,Gludsmindevej 58,7100,Vejle,South jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Gludsmindevej 58, 7100 Vejle",13125.0,12.169315476190476,Distant (>10km)
"Jægervænget 5, 6800 Varde",8.46827189,55.63005309,success,26720.71400363943,2024-03-20,2024Q1,26002,Villa,regular_sale,1972,1450000,-9.0,4,132.0,10984.849,Jægervænget 5,6800,Varde,South jutland,Jutland,3.6,1.13,4.34,E (Minimal),"Jægervænget 5, 6800 Varde",8878.7578125,23.720557140858492,Distant (>10km)
"Agertoften 26, 9200 Aalborg SV",9.90207615,57.0174559,success,7206.997588419287,2022-03-21,2022Q1,194360,Townhouse,family_sale,1961,935000,0.0,3,89.0,10505.618,Agertoften 26,9200,Aalborg SV,North jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Agertoften 26, 9200 Aalborg SV",13020.8330078125,-19.316850482921264,Nearby (5-10km)
"Aage Berntsens Alle 45, 2750 Ballerup",12.37773459,55.73765037,success,1718.291474737176,2022-11-30,2022Q4,136681,Villa,regular_sale,1968,2900000,-11.0,4,101.0,28712.871,Aage Berntsens Alle 45,2750,Ballerup,"Capital, Copenhagen",Zealand,0.65,7.7,3.73,E (Minimal),"Aage Berntsens Alle 45, 2750 Ballerup",20833.333984375,37.821776943069466,Close (1-5km)
"Svingelport 9, 1, 3000 Helsingør",12.60848457,56.03114802,success,24759.48866736623,2023-08-13,2023Q3,78937,Apartment,regular_sale,1826,3295000,0.0,3,116.0,28405.172,"Svingelport 9, 1",3000,Helsingør,North Zealand,Zealand,3.1,3.31,4.79,G/F (Pre-Insulation),"Svingelport 9, 1, 3000 Helsingør",20600.0,37.8891838592233,Distant (>10km)
"Engvej 15, 6320 Egernsund",9.62037333,54.90506677,success,14443.818905933744,2023-03-05,2023Q1,119370,Villa,regular_sale,1961,900000,-10.0,4,135.0,6666.6665,Engvej 15,6320,Egernsund,South jutland,Jutland,1.75,3.31,4.79,E (Minimal),"Engvej 15, 6320 Egernsund",8184.680419921875,-18.547015132328344,Distant (>10km)
"Tågelundvej 5, 6040 Egtved",9.24676446,55.62510171,success,33752.435731103964,2023-12-12,2023Q4,50520,Villa,regular_sale,1972,1825000,0.0,7,156.0,11698.718,Tågelundvej 5,6040,Egtved,South jutland,Jutland,3.6,3.31,4.79,E (Minimal),"Tågelundvej 5, 6040 Egtved",8157.89453125,43.4036408367853,Distant (>10km)
"Granvænget 17, 8990 Fårup",9.84689038,56.54956062,success,23571.25015573252,2022-01-18,2022Q1,211695,Villa,regular_sale,2007,2120000,-1.0,5,154.0,13766.233,Granvænget 17,8990,Fårup,East & mid jutland,Jutland,0.0,7.7,3.73,C (Modern),"Granvænget 17, 8990 Fårup",6314.771240234375,118.00050824844388,Distant (>10km)
"Elverhøjen 1E, 2. tv, 2730 Herlev",12.4479626,55.72129082,success,530.4575330580146,2024-07-22,2024Q3,709529,Apartment,regular_sale,1947,1800000,-2.0,2,60.0,30000.0,"Elverhøjen 1E, 2. tv",2730,Herlev,"Capital, Copenhagen",Zealand,3.35,1.13,4.34,G/F (Pre-Insulation),"Elverhøjen 1E, 2. tv, 2730 Herlev",21951.21875,36.666671412037196,Immediate (<1km)
"Gondolvej 10, 4040 Jyllinge",12.10961792,55.74418872,success,8900.349123292659,2022-12-28,2022Q4,132101,Villa,regular_sale,1970,2600000,0.0,5,130.0,20000.0,Gondolvej 10,4040,Jyllinge,Other islands,Zealand,0.65,7.7,3.73,E (Minimal),"Gondolvej 10, 4040 Jyllinge",16496.0625,21.241053736308285,Nearby (5-10km)
"Kallerupvej 133, 4400 Kalundborg",11.04491285,55.71991059,success,47634.22171278361,2022-03-22,2022Q1,193921,Villa,regular_sale,1877,495000,0.0,4,82.0,6036.5854,Kallerupvej 133,4400,Kalundborg,Other islands,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Kallerupvej 133, 4400 Kalundborg",9974.5908203125,-39.48037009271899,Distant (>10km)
"Slagelsevej 39, 4460 Snertinge",11.38518844,55.69609736,success,49100.981198359696,2022-03-17,2022Q1,195208,Villa,regular_sale,1909,1355000,-3.0,3,174.0,7787.3564,Slagelsevej 39,4460,Snertinge,Other islands,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Slagelsevej 39, 4460 Snertinge",7759.740234375,0.35589092035790704,Distant (>10km)
"Dronningens Tværgade 61, 1, 1302 København K",12.58285993,55.68469995,success,7363.852034959837,2024-10-07,2024Q4,680,Apartment,family_sale,1804,1912500,0.0,4,85.0,22500.0,"Dronningens Tværgade 61, 1",1302,København K,"Capital, Copenhagen",Zealand,3.1,,,G/F (Pre-Insulation),"Dronningens Tværgade 61, 1, 1302 København K",41910.548828125,-46.31423202718625,Nearby (5-10km)
"Nørrevej 25, 4960 Holeby",11.47716367,54.71038055,success,48729.600970181535,2022-07-31,2022Q3,162027,Villa,regular_sale,1956,375000,-24.0,3,90.0,4166.6665,Nørrevej 25,4960,Holeby,Other islands,Zealand,0.0,7.7,3.73,G/F (Pre-Insulation),"Nørrevej 25, 4960 Holeby",4430.3798828125,-5.952387512622035,Distant (>10km)
"Toftegårdsvej 37, 4550 Asnæs",11.50206403,55.8073135,success,44309.51302166556,2024-04-01,2024Q2,23720,Villa,regular_sale,1920,550000,-21.0,2,59.0,9322.034,Toftegårdsvej 37,4550,Asnæs,Other islands,Zealand,3.6,1.13,4.34,G/F (Pre-Insulation),"Toftegårdsvej 37, 4550 Asnæs",10447.0947265625,-10.76912363027064,Distant (>10km)
"Eskholtvænget 11, 7100 Vejle",9.55058625,55.69300483,success,45312.62626939851,2024-05-23,2024Q2,10262,Villa,regular_sale,1961,5900000,-2.0,4,227.0,25991.19,Eskholtvænget 11,7100,Vejle,South jutland,Jutland,3.6,1.13,4.34,E (Minimal),"Eskholtvænget 11, 7100 Vejle",13125.0,98.02811011904762,Distant (>10km)
"Nestorvej 15, 9200 Aalborg SV",9.90761843,57.01619673,success,7153.036892630758,2023-04-30,2023Q2,106485,Villa,regular_sale,1965,3375000,0.0,4,132.0,25568.182,Nestorvej 15,9200,Aalborg SV,North jutland,Jutland,2.6,3.31,4.79,E (Minimal),"Nestorvej 15, 9200 Aalborg SV",13020.8330078125,96.36363990909099,Nearby (5-10km)
"Liljevej 3, 7600 Struer",8.58173239,56.49045927,success,10434.326061601832,2022-09-28,2022Q3,149712,Villa,regular_sale,1976,2499000,0.0,7,211.0,11843.602,Liljevej 3,7600,Struer,South jutland,Jutland,0.0,7.7,3.73,E (Minimal),"Liljevej 3, 7600 Struer",7727.27294921875,53.27013346535692,Distant (>10km)
"Tordenskjoldsgade 12B, 2. mf, 9900 Frederikshavn",10.53620468,57.4395841,success,52372.879112422845,2022-01-11,2022Q1,213512,Apartment,regular_sale,1904,6500000,0.0,4,104.0,62500.0,"Tordenskjoldsgade 12B, 2. mf",9900,Frederikshavn,North jutland,Jutland,0.0,7.7,3.73,G/F (Pre-Insulation),"Tordenskjoldsgade 12B, 2. mf, 9900 Frederikshavn",7594.9365234375,722.9166867574061,Distant (>10km)
